일자,계(명),서울,부산,대구,대전,경기
2020-03-23,45,6,1,24,0,14
2020-03-24,52,4,2,31,0,15
2020-03-25,49,13,1,14,0,21
2020-03-26,59,13,0,26,6,14
2020-03-27,59,12,1,34,1,11
2020-03-28,111,18,1,71,0,21
2020-03-29,64,20,3,23,3,15
2020-03-30,46,16,1,14,0,15
2020-03-31,100,24,1,60,2,13
2020-04-01,69,24,3,20,0,22
2020-04-02,53,14,0,21,0,18
2020-04-03,50,18,0,9,0,23
2020-04-04,72,22,0,27,0,23
2020-04-05,42,24,0,7,1,10
2020-04-06,34,11,0,13,2,8
2020-04-07,28,4,1,13,0,10
2020-04-08,28,11,2,9,0,6
2020-04-09,26,12,0,4,0,10
2020-04-10,15,5,1,0,0,9
2020-04-11,20,4,0,7,0,9
2020-04-12,9,3,0,2,0,4
2020-04-13,14,8,0,3,0,3
2020-04-14,13,2,0,3,0,8
2020-04-15,13,5,1,1,0,6
2020-04-16,13,2,3,4,0,4
2020-04-17,3,2,0,0,0,1
2020-04-18,8,1,0,3,0,4
2020-04-19,4,2,0,2,0,0
2020-04-20,5,0,2,1,0,2
2020-04-21,6,2,0,2,0,2
2020-04-22,6,2,2,1,1,0
2020-04-23,6,0,1,4,0,1
2020-04-24,5,0,1,3,0,1
2020-04-25,5,1,0,2,0,2
2020-04-26,8,0,1,1,0,6
2020-04-27,4,0,0,1,0,3
2020-04-28,9,4,0,2,0,3
2020-04-29,5,0,0,3,0,2
2020-04-30,0,0,0,0,0,0
2020-05-01,3,1,0,0,0,2
2020-05-02,2,1,1,0,0,0
2020-05-03,8,2,0,4,0,2
2020-05-04,1,0,0,0,0,1
2020-05-05,0,0,0,0,0,0
2020-05-06,0,0,0,0,0,0
2020-05-07,2,0,0,0,1,1
2020-05-08,7,0,2,3,0,2
2020-05-09,17,12,1,0,0,4
2020-05-10,22,14,0,2,0,6
2020-05-11,24,21,0,0,0,3
2020-05-12,23,12,0,1,2,8
2020-05-13,20,11,3,3,0,3
2020-05-14,10,4,0,0,0,6
2020-05-15,20,14,0,3,0,3
2020-05-16,10,5,0,1,0,4
2020-05-17,7,5,0,1,1,0
2020-05-18,5,1,0,1,0,3
2020-05-19,7,6,0,0,0,1
2020-05-20,21,10,0,1,0,10
2020-05-21,4,4,0,0,0,0
2020-05-22,8,2,0,0,0,6
2020-05-23,19,4,0,1,1,13
2020-05-24,12,6,0,0,0,6
2020-05-25,13,6,0,1,0,6
2020-05-26,12,9,0,1,0,2
2020-05-27,28,19,0,3,0,6
2020-05-28,48,24,1,2,0,21
2020-05-29,40,20,0,0,0,20
2020-05-30,25,9,1,2,0,13
2020-05-31,21,6,1,1,1,12
2020-06-01,14,1,0,1,0,12
2020-06-02,28,14,0,0,0,14
2020-06-03,33,19,0,1,0,13
2020-06-04,29,14,0,0,0,15
2020-06-05,29,15,0,1,0,13
2020-06-06,31,23,0,0,0,8
2020-06-07,47,27,0,1,0,19
2020-06-08,30,21,0,1,0,8
2020-06-09,32,19,0,0,0,13
2020-06-10,33,12,0,0,0,21
2020-06-11,37,21,0,0,0,16
2020-06-12,45,25,0,1,0,19
2020-06-13,46,29,0,3,0,14
2020-06-14,24,12,0,2,0,10
2020-06-15,17,7,0,0,0,10
2020-06-16,21,12,1,0,3,5
2020-06-17,32,13,0,1,5,13
2020-06-18,49,25,0,1,7,16
2020-06-19,35,18,0,0,6,11
2020-06-20,40,14,2,2,5,17
2020-06-21,38,17,0,1,10,10
2020-06-22,12,5,0,1,0,6
2020-06-23,18,6,0,1,4,7
2020-06-24,30,11,2,2,8,7
2020-06-25,22,9,0,0,4,9
2020-06-26,25,17,0,0,4,4
2020-06-27,37,17,0,1,2,17
2020-06-28,37,14,0,0,6,17
2020-06-29,28,7,1,2,2,16
2020-06-30,20,7,1,0,5,7
2020-07-01,30,9,0,1,4,16
2020-07-02,27,13,0,3,1,10
2020-07-03,45,12,0,11,4,18
2020-07-04,31,7,1,1,3,19
2020-07-05,32,16,0,0,8,8
2020-07-06,14,3,1,2,2,6
2020-07-07,19,3,0,1,2,13
2020-07-08,31,10,0,1,2,18
2020-07-09,22,8,0,0,6,8
2020-07-10,29,8,0,0,7,14
2020-07-11,14,8,0,0,2,4
2020-07-12,25,7,0,0,1,17
2020-07-13,25,13,0,1,0,11
2020-07-14,17,7,0,0,1,9
2020-07-15,14,6,0,0,3,5
2020-07-16,31,7,0,2,1,21
2020-07-17,25,9,0,0,1,15
2020-07-18,20,6,1,3,0,10
2020-07-19,15,10,0,0,1,4
2020-07-20,6,3,0,2,0,1
2020-07-21,25,21,0,2,0,2
2020-07-22,32,16,0,1,0,15
2020-07-23,42,12,2,0,0,28
2020-07-24,33,21,2,2,0,8
2020-07-25,30,11,5,0,0,14
2020-07-26,15,7,1,0,0,7
2020-07-27,16,9,1,0,0,6
2020-07-28,14,6,2,0,0,6
2020-07-29,21,9,1,0,0,11
2020-07-30,8,3,0,0,0,5
2020-07-31,19,8,0,1,0,10
2020-08-01,10,2,1,0,0,7
2020-08-02,11,5,1,2,0,3
2020-08-03,6,5,0,0,0,1
2020-08-04,21,9,1,0,0,11
2020-08-05,14,6,0,1,0,7
2020-08-06,25,9,3,0,0,13
2020-08-07,14,9,0,0,0,5
2020-08-08,36,17,0,1,0,18
2020-08-09,29,13,0,1,0,15
2020-08-10,20,13,1,0,0,6
2020-08-11,28,6,9,0,0,13
2020-08-12,39,15,4,0,1,19
2020-08-13,46,26,2,1,0,17
2020-08-14,84,32,5,0,0,47
2020-08-15,150,74,3,0,1,72
2020-08-16,252,146,7,1,0,98
2020-08-17,170,90,7,1,2,70
2020-08-18,197,132,7,6,0,52
2020-08-19,261,151,9,2,0,99
2020-08-20,246,135,15,3,8,85
2020-08-21,248,126,8,4,7,103
2020-08-22,241,129,3,9,5,95
2020-08-23,287,140,2,6,15,124
2020-08-24,195,97,3,0,10,85
2020-08-25,226,135,3,5,11,72
2020-08-26,224,111,4,3,7,99
2020-08-27,280,154,8,13,3,102
2020-08-28,278,146,8,8,3,113
2020-08-29,245,125,6,6,4,104
2020-08-30,238,116,6,30,6,80
2020-08-31,188,94,4,4,7,79
2020-09-01,170,94,3,2,8,63
2020-09-02,219,101,7,13,14,84
2020-09-03,144,69,4,3,4,64
2020-09-04,139,68,4,7,4,56
2020-09-05,118,51,10,5,2,50
2020-09-06,122,63,2,5,5,47
2020-09-07,95,48,9,2,5,31
2020-09-08,105,67,1,2,4,31
2020-09-09,116,49,2,2,8,55
2020-09-10,111,48,1,1,11,50
2020-09-11,125,63,3,1,11,47
2020-09-12,97,50,4,4,7,32
2020-09-13,82,31,3,14,2,32
2020-09-14,79,41,3,4,1,30
2020-09-15,78,32,4,0,3,39
2020-09-16,86,51,4,4,1,26
2020-09-17,123,64,2,2,1,54
2020-09-18,90,46,2,2,3,37
2020-09-19,87,40,2,2,2,41
2020-09-20,64,28,6,2,2,26
2020-09-21,52,23,8,1,2,18
2020-09-22,46,21,5,0,0,20
2020-09-23,80,40,7,3,0,30
2020-09-24,96,39,7,1,1,48
2020-09-25,87,57,3,0,0,27
2020-09-26,44,26,2,1,1,14
2020-09-27,58,34,3,0,0,21
2020-09-28,34,19,1,0,0,14
2020-09-29,24,11,3,0,0,10
2020-09-30,86,51,5,2,2,26
2020-10-01,58,30,6,1,0,21
2020-10-02,48,11,18,0,0,19
2020-10-03,46,26,8,0,2,10
2020-10-04,41,16,5,2,2,16
2020-10-05,53,19,5,1,1,27
2020-10-06,56,15,3,0,3,35
2020-10-07,91,33,2,1,2,53
2020-10-08,56,20,5,0,7,24
2020-10-09,45,22,5,1,5,12
2020-10-10,54,25,3,1,1,24
2020-10-11,50,23,3,1,2,21
2020-10-12,78,31,4,0,13,30
2020-10-13,70,20,1,1,10,38
2020-10-14,60,23,2,0,4,31
2020-10-15,89,25,55,0,1,8
2020-10-16,37,18,0,0,2,17
2020-10-17,57,18,6,1,0,32
2020-10-18,75,20,4,0,1,50
2020-10-19,49,14,15,0,2,18
2020-10-20,42,11,2,0,1,28
2020-10-21,55,17,10,0,4,24
2020-10-22,92,18,5,2,0,67
2020-10-23,128,20,0,5,0,103
2020-10-24,62,22,0,0,5,35
2020-10-25,47,17,1,1,1,27
2020-10-26,88,20,0,0,1,67
2020-10-27,65,24,1,0,5,35
2020-10-28,65,25,0,2,7,31
2020-10-29,97,36,0,3,0,58
2020-10-30,89,47,0,10,0,32
2020-10-31,90,52,2,9,0,27
2020-11-01,85,45,0,2,0,38
2020-11-02,69,25,0,3,0,41
2020-11-03,50,22,1,0,0,27
2020-11-04,89,42,1,2,1,43
2020-11-05,83,50,4,2,0,27
2020-11-06,87,40,0,0,0,47
2020-11-07,62,37,2,1,1,21
2020-11-08,87,54,0,7,1,25
2020-11-09,76,46,2,6,0,22
2020-11-10,70,35,1,1,0,33
2020-11-11,102,45,3,0,1,53
2020-11-12,95,53,2,3,2,35
2020-11-13,122,74,0,1,0,47
2020-11-14,124,69,4,0,2,49
2020-11-15,131,85,0,1,0,45
2020-11-16,125,80,0,0,3,42
2020-11-17,146,90,0,3,1,52
2020-11-18,187,92,5,2,1,87
2020-11-19,181,109,5,2,1,64
2020-11-20,208,132,2,1,0,73
2020-11-21,258,156,7,1,1,93
2020-11-22,198,121,1,1,0,75
2020-11-23,198,112,5,2,3,76
2020-11-24,223,133,6,3,0,81
2020-11-25,251,142,18,5,4,82
2020-11-26,419,212,22,1,1,183
2020-11-27,350,204,24,0,5,117
2020-11-28,345,178,28,1,13,125
2020-11-29,283,158,22,3,6,94
2020-11-30,297,159,52,4,5,77
2020-12-01,303,155,31,11,10,96
2020-12-02,378,193,32,4,5,144
2020-12-03,428,262,15,3,7,141
2020-12-04,513,295,31,6,21,160
2020-12-05,438,235,29,7,10,157
2020-12-06,478,254,34,3,3,184
2020-12-07,442,244,35,5,2,156
2020-12-08,409,211,26,4,11,157
2020-12-09,512,262,19,2,10,219
2020-12-10,507,249,31,3,9,215
2020-12-11,523,252,26,6,10,229
2020-12-12,746,362,59,35,18,272
2020-12-13,828,399,57,28,13,331
2020-12-14,484,219,21,16,2,226
2020-12-15,631,251,41,19,32,288
2020-12-16,790,378,41,27,15,329
2020-12-17,789,422,44,21,11,291
2020-12-18,765,398,39,20,5,303
2020-12-19,718,380,39,20,5,274
2020-12-20,782,472,33,25,3,249
2020-12-21,615,327,20,21,3,244
2020-12-22,594,316,26,39,9,204
2020-12-23,775,375,32,24,35,309
2020-12-24,685,319,44,26,11,285
2020-12-25,873,552,22,23,13,263
2020-12-26,771,465,27,13,11,255
2020-12-27,672,362,40,21,8,241
2020-12-28,553,299,34,24,3,193
2020-12-29,852,520,17,29,30,256
2020-12-30,773,387,39,51,19,277
2020-12-31,705,366,74,33,7,225
2021-01-01,752,357,57,43,11,284
2021-01-02,536,250,26,29,4,227
2021-01-03,451,198,19,22,8,204
2021-01-04,669,329,37,29,6,268
2021-01-05,484,199,15,32,8,230
2021-01-06,615,263,38,21,9,284
2021-01-07,642,297,23,10,9,303
2021-01-08,499,191,24,18,8,258
2021-01-09,434,188,17,13,5,211
2021-01-10,444,187,34,27,4,192
2021-01-11,319,141,19,11,1,147
2021-01-12,388,167,21,18,7,175
2021-01-13,410,152,35,13,9,201
2021-01-14,359,134,40,11,3,171
2021-01-15,374,127,47,11,3,186
2021-01-16,413,156,61,23,5,168
2021-01-17,372,145,34,15,3,175
2021-01-18,262,132,10,13,2,105
2021-01-19,280,101,17,16,7,139
2021-01-20,308,143,13,12,1,139
2021-01-21,289,125,19,7,0,138
2021-01-22,261,115,23,6,1,116
2021-01-23,300,127,33,22,1,117
2021-01-24,264,133,20,12,0,99
2021-01-25,338,101,20,15,125,77
2021-01-26,225,104,27,13,4,77
2021-01-27,318,129,32,6,1,150
2021-01-28,292,105,54,11,4,118
2021-01-29,292,112,34,10,1,135
2021-01-30,328,152,20,8,2,146
2021-01-31,242,99,20,10,0,113
2021-02-01,224,107,15,9,1,92
2021-02-02,234,128,12,12,0,82
2021-02-03,334,188,19,9,7,111
2021-02-04,342,172,26,8,2,134
2021-02-05,287,126,33,14,0,114
2021-02-06,294,143,14,18,8,111
2021-02-07,283,144,9,12,6,112
2021-02-08,229,112,9,21,4,83
2021-02-09,236,90,9,9,2,126
2021-02-10,379,175,19,16,0,169
2021-02-11,416,183,29,13,3,188
2021-02-12,303,158,27,12,1,105
2021-02-13,281,136,27,14,5,99
2021-02-14,252,152,15,3,2,80
2021-02-15,288,150,15,13,8,102
2021-02-16,330,161,19,12,4,134
2021-02-17,452,258,19,14,7,154
2021-02-18,475,185,28,9,12,241
2021-02-19,400,180,16,11,4,189
2021-02-20,317,122,14,9,2,170
2021-02-21,321,130,12,8,0,171
2021-02-22,246,106,12,4,3,121
2021-02-23,275,125,12,10,1,127
2021-02-24,321,144,13,19,2,143
2021-02-25,292,122,18,14,0,138
2021-02-26,299,131,11,10,6,141
2021-02-27,317,131,9,6,2,169
2021-02-28,273,120,5,6,1,141
2021-03-01,278,92,16,10,0,160
2021-03-02,270,122,17,14,1,116
2021-03-03,362,119,8,6,2,227
2021-03-04,345,118,18,20,3,186
2021-03-05,325,129,20,3,0,173
2021-03-06,317,128,12,4,0,173
2021-03-07,319,132,6,8,1,172
2021-03-08,246,100,12,6,0,128
2021-03-09,313,102,19,3,1,188
2021-03-10,352,138,7,1,3,203
2021-03-11,341,138,14,4,1,184
2021-03-12,325,140,15,4,0,166
2021-03-13,331,140,17,9,1,164
2021-03-14,334,112,13,6,0,203
2021-03-15,281,109,4,5,2,161
2021-03-16,238,79,7,3,1,148
2021-03-17,332,120,11,14,1,186
2021-03-18,306,124,7,14,2,159
2021-03-19,322,146,7,5,7,157
2021-03-20,337,115,9,16,8,189
2021-03-21,316,125,19,14,1,157
2021-03-22,300,109,26,14,0,151
2021-03-23,236,97,8,3,4,124
2021-03-24,327,137,17,17,2,154
2021-03-25,314,127,20,17,3,147
2021-03-26,356,121,11,14,14,196
2021-03-27,338,127,33,23,10,145
2021-03-28,365,138,56,10,8,153
2021-03-29,303,107,53,10,2,131
2021-03-30,328,145,43,12,11,117
2021-03-31,349,158,58,15,7,111
2021-04-01,400,199,54,7,10,130
2021-04-02,400,166,38,17,19,160
2021-04-03,392,155,61,10,19,147
2021-04-04,404,149,61,15,29,150
2021-04-05,346,152,48,22,13,111
2021-04-06,326,147,34,16,22,107
2021-04-07,488,198,38,16,61,175
2021-04-08,561,244,52,10,25,230
2021-04-09,515,215,53,18,26,203
2021-04-10,477,201,56,5,13,202
2021-04-11,458,214,45,6,7,186
2021-04-12,418,162,47,16,17,176
2021-04-13,387,158,39,9,13,168
2021-04-14,556,247,49,11,11,238
2021-04-15,523,217,54,18,10,224
2021-04-16,491,216,44,4,6,221
2021-04-17,477,217,35,12,4,209
2021-04-18,437,204,31,13,5,184
2021-04-19,354,137,26,24,21,146
2021-04-20,389,148,29,15,8,189
2021-04-21,527,218,33,25,17,234
2021-04-22,526,230,37,24,13,222
2021-04-23,549,204,33,12,2,298
2021-04-24,555,253,44,4,10,244
2021-04-25,429,175,43,14,6,191
2021-04-26,340,154,25,7,4,150
2021-04-27,361,116,30,12,8,195
2021-04-28,523,257,33,29,10,194
2021-04-29,472,227,40,19,4,182
2021-04-30,455,227,32,14,31,151
2021-05-01,438,195,29,12,13,189
2021-05-02,379,182,33,10,9,145
2021-05-03,289,126,16,12,5,130
2021-05-04,347,184,16,10,13,124
2021-05-05,453,238,23,6,18,168
2021-05-06,407,212,28,7,18,142
2021-05-07,355,179,21,9,7,139
2021-05-08,485,242,27,13,9,194
2021-05-09,362,195,10,6,2,149
2021-05-10,306,141,20,4,4,137
2021-05-11,329,163,14,8,7,137
2021-05-12,433,222,10,6,8,187
2021-05-13,496,227,20,5,18,226
2021-05-14,468,231,24,9,31,173
2021-05-15,481,254,42,5,10,170
2021-05-16,415,213,31,6,4,161
2021-05-17,378,195,12,19,2,150
2021-05-18,357,172,13,23,12,137
2021-05-19,473,249,27,23,10,164
2021-05-20,463,242,17,9,8,187
2021-05-21,385,172,15,19,15,164
2021-05-22,462,208,28,56,5,165
2021-05-23,416,181,15,57,12,151
2021-05-24,335,139,15,48,11,122
2021-05-25,334,138,16,29,15,136
2021-05-26,519,261,22,30,17,189
2021-05-27,456,218,18,27,23,170
2021-05-28,418,214,13,24,18,149
2021-05-29,380,194,14,22,11,139
2021-05-30,360,160,13,20,7,160
2021-05-31,314,130,17,31,6,130
2021-06-01,352,147,28,42,19,116
2021-06-02,533,258,21,39,23,192
2021-06-03,547,215,32,74,15,211
2021-06-04,512,206,14,65,18,209
2021-06-05,577,277,17,41,31,211
2021-06-06,424,179,21,46,18,160
2021-06-07,368,159,12,26,20,151
2021-06-08,339,139,15,33,22,130
2021-06-09,429,183,16,44,25,161
2021-06-10,459,212,15,30,22,180
2021-06-11,444,204,28,24,15,173
2021-06-12,453,208,26,23,22,174
2021-06-13,364,176,13,15,11,149
2021-06-14,291,122,17,20,10,122
2021-06-15,291,131,9,16,15,120
2021-06-16,452,201,16,16,29,190
2021-06-17,426,201,17,7,18,183
2021-06-18,387,200,10,11,13,153
2021-06-19,378,197,18,13,5,145
2021-06-20,323,165,21,16,8,113
2021-06-21,272,134,14,18,15,91
2021-06-22,263,131,6,3,31,92
2021-06-23,508,236,16,7,58,191
2021-06-24,475,252,20,3,15,185
2021-06-25,493,269,27,5,9,183
2021-06-26,508,263,31,13,13,188
2021-06-27,450,242,12,8,15,173
2021-06-28,397,185,38,5,7,162
2021-06-29,477,205,9,8,25,230
2021-06-30,666,375,14,11,26,240
2021-07-01,623,333,18,7,16,249
2021-07-02,673,346,29,9,25,264
2021-07-03,686,359,39,8,28,252
2021-07-04,583,289,28,3,32,231
2021-07-05,577,307,25,6,19,220
2021-07-06,612,320,29,8,26,229
2021-07-07,"1,026",582,34,13,30,367
2021-07-08,"1,025",550,55,15,13,392
2021-07-09,"1,014",503,58,19,29,405
2021-07-10,"1,083",509,61,14,48,451
2021-07-11,"1,027",509,56,23,32,407
2021-07-12,836,403,44,37,25,327
2021-07-13,854,417,50,38,31,318
2021-07-14,"1,257",637,63,52,41,464
2021-07-15,"1,191",519,65,51,60,496
2021-07-16,"1,155",568,50,32,49,456
2021-07-17,"1,076",559,62,29,33,393
2021-07-18,"1,052",522,70,42,45,373
2021-07-19,940,419,65,33,83,340
2021-07-20,929,394,49,30,73,383
2021-07-21,"1,279",604,102,35,73,465
2021-07-22,"1,095",499,104,38,81,373
2021-07-23,"1,177",519,116,60,67,415
2021-07-24,"1,165",465,116,52,68,464
2021-07-25,"1,040",489,108,69,54,320
2021-07-26,911,341,89,60,71,350
2021-07-27,929,351,66,69,71,372
2021-07-28,"1,361",573,102,55,75,556
2021-07-29,"1,190",514,82,56,69,469
2021-07-30,"1,237",488,78,62,85,524
2021-07-31,"1,074",475,72,46,86,395
2021-08-01,"1,029",473,58,23,69,406
2021-08-02,863,364,72,26,64,337
2021-08-03,855,311,69,37,78,360
2021-08-04,"1,218",486,111,75,59,487
2021-08-05,"1,255",466,112,121,70,486
2021-08-06,"1,167",464,107,84,50,462
2021-08-07,"1,288",503,146,68,57,514
2021-08-08,"1,154",450,147,63,33,461
2021-08-09,"1,072",413,123,86,42,408
2021-08-10,"1,015",359,105,80,51,420
2021-08-11,"1,561",660,126,66,43,666
2021-08-12,"1,323",526,132,39,51,575
2021-08-13,"1,359",524,180,57,58,540
2021-08-14,"1,363",513,153,82,42,573
2021-08-15,"1,255",488,156,57,44,510
2021-08-16,962,363,127,45,31,396
2021-08-17,895,365,66,46,33,385
2021-08-18,"1,243",509,124,61,34,515
2021-08-19,"1,463",575,138,52,49,649
2021-08-20,"1,427",554,132,39,58,644
2021-08-21,"1,271",525,86,34,28,598
2021-08-22,"1,208",497,113,51,23,524
2021-08-23,934,388,63,57,30,396
2021-08-24,"1,107",436,61,73,63,474
2021-08-25,"1,515",677,86,101,64,587
2021-08-26,"1,307",570,78,95,50,514
2021-08-27,"1,319",556,68,90,57,548
2021-08-28,"1,309",569,76,76,46,542
2021-08-29,"1,136",517,64,57,18,480
2021-08-30,"1,021",442,57,85,29,408
2021-08-31,"1,017",456,44,51,34,432
2021-09-01,"1,458",665,69,55,30,639
2021-09-02,"1,453",558,71,66,61,697
2021-09-03,"1,218",542,58,52,46,520
2021-09-04,"1,288",565,51,42,50,580
2021-09-05,"1,053",508,39,20,38,448
2021-09-06,989,464,52,43,30,400
2021-09-07,"1,070",482,35,38,34,481
2021-09-08,"1,504",670,31,61,39,703
2021-09-09,"1,432",666,35,50,38,643
2021-09-10,"1,413",670,38,44,48,613
2021-09-11,"1,376",659,35,45,65,572
2021-09-12,"1,296",658,43,62,45,488
2021-09-13,"1,063",556,35,31,39,402
2021-09-14,"1,106",539,38,27,41,461
2021-09-15,"1,603",808,43,27,37,688
2021-09-16,"1,514",717,58,47,36,656
2021-09-17,"1,538",746,52,38,43,659
2021-09-18,"1,544",703,52,71,44,674
2021-09-19,"1,430",742,46,47,48,547
2021-09-20,"1,220",583,47,35,49,506
2021-09-21,"1,313",676,45,46,44,502
2021-09-22,"1,268",644,38,41,16,529
2021-09-23,"1,313",645,24,53,43,548
2021-09-24,"1,841",904,30,128,71,708
2021-09-25,"2,570","1,220",51,118,80,"1,101"
2021-09-26,"2,099",926,46,143,53,931
2021-09-27,"1,740",776,43,115,51,755
2021-09-28,"1,770",840,29,126,54,721
2021-09-29,"2,231","1,051",52,109,29,990
2021-09-30,"1,985",944,49,73,36,883
2021-10-01,"1,907",913,46,85,38,825
2021-10-02,"1,708",792,42,80,35,759
2021-10-03,"1,544",734,33,58,41,678
2021-10-04,"1,249",572,37,68,38,534
2021-10-05,"1,153",521,47,50,39,496
2021-10-06,"1,508",690,38,64,31,685
2021-10-07,"1,816",835,49,46,30,856
2021-10-08,"1,641",772,34,45,31,759
2021-10-09,"1,459",711,30,50,30,638
2021-10-10,"1,221",582,31,48,10,550
2021-10-11,986,511,49,45,22,359
2021-10-12,991,482,25,50,23,411
2021-10-13,"1,216",580,40,66,21,509
2021-10-14,"1,535",746,47,46,6,690
2021-10-15,"1,374",681,32,38,12,611
2021-10-16,"1,249",584,22,47,9,587
2021-10-17,"1,081",506,36,40,8,491
2021-10-18,804,355,35,45,5,364
2021-10-19,788,298,39,35,15,401
2021-10-20,"1,172",504,35,36,9,588
2021-10-21,"1,095",506,29,26,8,526
2021-10-22,"1,105",519,44,21,5,516
2021-10-23,"1,137",550,40,21,8,518
2021-10-24,"1,110",518,32,31,8,521
2021-10-25,916,455,24,32,4,401
2021-10-26,965,427,33,61,13,431
2021-10-27,"1,566",729,43,39,15,740
2021-10-28,"1,659",788,52,106,6,707
2021-10-29,"1,699",769,43,117,9,761
2021-10-30,"1,565",705,45,90,7,718
2021-10-31,"1,587",760,58,57,11,701
2021-11-01,"1,331",646,55,57,9,564
2021-11-02,"1,198",599,28,42,28,501
2021-11-03,"2,066","1,002",80,66,19,899
2021-11-04,"1,961",946,59,66,17,873
2021-11-05,"1,844",979,56,43,24,742
2021-11-06,"1,725",915,59,38,21,692
2021-11-07,"1,669",848,40,55,23,703
2021-11-08,"1,341",707,34,34,22,544
2021-11-09,"1,304",661,46,44,25,528
2021-11-10,"1,969",972,74,33,23,867
2021-11-11,"1,969","1,003",69,42,34,821
2021-11-12,"1,898",948,63,70,25,792
2021-11-13,"1,822","1,005",64,73,32,648
2021-11-14,"1,948",977,82,72,18,799
2021-11-15,"1,608",856,68,49,33,602
2021-11-16,"1,663",846,87,38,34,658
2021-11-17,"2,601","1,433",103,56,46,963
2021-11-18,"2,594","1,428",90,73,36,967
2021-11-19,"2,425","1,399",77,47,53,849
2021-11-20,"2,542","1,370",86,61,32,993
2021-11-21,"2,483","1,318",86,44,43,992
2021-11-22,"2,276","1,278",90,53,36,819
2021-11-23,"2,110","1,163",56,50,68,773
2021-11-24,"3,166","1,733",120,78,51,"1,184"
2021-11-25,"3,086","1,757",97,81,50,"1,101"
2021-11-26,"3,102","1,738",98,103,44,"1,119"
2021-11-27,"3,213","1,885",105,76,38,"1,109"
2021-11-28,"3,069","1,672",148,106,53,"1,090"
2021-11-29,"2,577","1,392",144,88,43,910
2021-11-30,"2,294","1,185",79,78,43,909
2021-12-01,"4,118","2,219",143,86,88,"1,582"
2021-12-02,"4,154","2,265",158,70,166,"1,495"
2021-12-03,"3,899","2,099",141,99,97,"1,463"
2021-12-04,"4,362","2,270",201,90,126,"1,675"
2021-12-05,"3,979","2,029",207,117,141,"1,485"
2021-12-06,"3,165","1,408",193,146,105,"1,313"
2021-12-07,"3,846","2,115",160,129,121,"1,321"
2021-12-08,"5,732","2,899",253,127,185,"2,268"
2021-12-09,"5,480","2,788",252,132,167,"2,141"
2021-12-10,"5,446","2,793",303,163,157,"2,030"
2021-12-11,"5,469","2,831",319,143,118,"2,058"
2021-12-12,"5,119","2,524",328,137,115,"2,015"
2021-12-13,"4,380","2,550",241,144,78,"1,367"
2021-12-14,"4,043","2,059",206,130,151,"1,497"
2021-12-15,"6,140","3,159",343,178,164,"2,296"
2021-12-16,"5,834","3,049",346,158,129,"2,152"
2021-12-17,"5,705","2,845",388,159,162,"2,151"
2021-12-18,"5,527","2,790",362,215,120,"2,040"
2021-12-19,"4,733","2,316",363,152,149,"1,753"
2021-12-20,"3,979","1,905",365,111,112,"1,486"
2021-12-21,"3,802","1,993",234,138,126,"1,311"
2021-12-22,"5,743","2,801",431,133,156,"2,222"
2021-12-23,"5,396","2,716",432,168,133,"1,947"
2021-12-24,"4,663","2,343",420,151,81,"1,668"
2021-12-25,"4,346","2,118",341,103,104,"1,680"
2021-12-26,"4,141","1,915",371,120,84,"1,651"
2021-12-27,"3,106","1,495",270,130,40,"1,171"
2021-12-28,"2,817","1,289",237,149,80,"1,062"
2021-12-29,"4,054","1,909",296,139,79,"1,631"
2021-12-30,"3,647","1,719",256,117,90,"1,465"
2021-12-31,"3,605","1,666",260,132,71,"1,476"
2022-01-01,"3,253","1,462",212,125,65,"1,389"
2022-01-02,"2,813","1,175",216,86,59,"1,277"
2022-01-03,"2,226",989,173,98,49,917
2022-01-04,"2,146",937,145,84,34,946
2022-01-05,"3,295","1,410",255,112,51,"1,467"
2022-01-06,"3,110","1,207",227,110,41,"1,525"
2022-01-07,"2,626","1,032",206,99,29,"1,260"
2022-01-08,"2,531",988,181,108,47,"1,207"
2022-01-09,"2,377",957,158,108,40,"1,114"
2022-01-10,"2,084",779,165,93,33,"1,014"
2022-01-11,"2,091",750,115,71,43,"1,112"
2022-01-12,"3,064","1,089",164,93,90,"1,628"
2022-01-13,"2,860",973,162,124,68,"1,533"
2022-01-14,"3,073",937,127,90,66,"1,853"
2022-01-15,"3,048",906,143,126,53,"1,820"
2022-01-16,"2,858",917,145,157,53,"1,586"
2022-01-17,"2,586",784,117,176,82,"1,427"
2022-01-18,"2,679",757,114,171,107,"1,530"
2022-01-19,"3,918","1,224",190,213,118,"2,173"
2022-01-20,"4,443","1,361",203,364,97,"2,418"
2022-01-21,"4,692","1,549",216,388,111,"2,428"
2022-01-22,"4,801","1,583",236,444,119,"2,419"
2022-01-23,"5,310","1,691",292,458,159,"2,710"
2022-01-24,"5,051","1,677",298,479,158,"2,439"
2022-01-25,"5,696","1,722",343,489,226,"2,916"
2022-01-26,"8,994","3,171",563,670,370,"4,220"
2022-01-27,"10,111","3,422",741,770,413,"4,765"
2022-01-28,"11,213","3,985",821,864,370,"5,173"
2022-01-29,"11,936","4,194",808,879,429,"5,626"
2022-01-30,"12,093","4,177",851,908,449,"5,708"
2022-01-31,"11,483","4,184",770,980,446,"5,103"
2022-02-01,"12,066","4,126",980,965,462,"5,533"
2022-02-02,"13,145","4,204","1,265","1,147",481,"6,048"
